MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,32,99,66,73
Most Competitive,100,34,99,66,71
Best Minority,100,27,100,61,64
Most Compact,66,12,83,68,80
Least Splitting,100,24,87,56,93
