MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,24,85,69,88
Most Competitive,72,38,80,53,27
Best Minority,100,28,92,52,67
Most Compact,76,22,86,73,75
Least Splitting,88,33,85,56,99
