MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,23,42,83,95
Most Competitive,100,60,33,34,46
Best Minority,100,18,44,51,42
Most Compact,100,17,42,100,53
Least Splitting,100,19,37,73,99
