MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,32,50,86,97
Most Competitive,88,70,48,49,23
Best Minority,89,32,81,68,34
Most Compact,70,29,61,94,90
Least Splitting,76,32,58,75,99
