Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,84,16,0,35,92
Most Proportional,100,22,0,47,96
Most Competitive,93,64,0,25,64
Best Minority,93,20,49,20,29
Most Compact,86,18,0,92,34
Least Splitting,99,22,0,25,97
