MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,100,39,0,57,43
Most Proportional,100,72,22,46,76
Most Competitive,78,100,0,29,24
Best Minority,88,32,41,29,20
Most Compact,97,55,0,100,12
Least Splitting,95,44,0,60,88
