MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,32,81,50,48
Most Competitive,98,56,82,34,36
Best Minority,92,24,88,31,42
Most Compact,96,27,79,93,38
Least Splitting,87,29,85,61,87
