MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,26,44,93,99
Most Competitive,93,54,42,44,42
Best Minority,98,22,47,79,79
Most Compact,100,26,44,93,99
Least Splitting,100,26,44,93,99
