MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,13,27,57,99
Most Competitive,91,25,21,69,71
Best Minority,94,15,27,79,99
Most Compact,81,14,20,100,54
Least Splitting,94,15,27,79,99
