MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,56,22,68,56,93
Most Proportional,100,31,71,79,93
Most Competitive,86,100,52,26,5
Best Minority,75,16,81,42,28
Most Compact,92,24,71,96,30
Least Splitting,76,26,69,68,94
