MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,35,0,78,90
Most Competitive,100,40,19,47,46
Best Minority,100,40,19,47,46
Most Compact,75,37,0,100,34
Least Splitting,76,34,0,53,97
