MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,44,24,66,81
Most Competitive,74,77,23,21,25
Best Minority,72,23,42,30,64
Most Compact,100,26,21,100,41
Least Splitting,100,33,23,37,94
