MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,38,57,89,81
Most Competitive,71,39,37,61,89
Best Minority,85,31,74,66,28
Most Compact,89,26,37,100,34
Least Splitting,75,28,37,84,95
