MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,27,100,79,87
Most Competitive,100,80,100,54,26
Best Minority,100,27,100,79,87
Most Compact,100,18,100,93,36
Least Splitting,100,21,100,73,92
