Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,0,7,50,37,32
Most Proportional,100,30,75,71,30
Most Competitive,66,76,71,22,27
Best Minority,65,9,100,39,32
Most Compact,45,53,50,91,31
Least Splitting,29,46,46,51,99
