MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,39,51,70,87
Most Competitive,100,39,51,70,87
Best Minority,100,33,59,40,30
Most Compact,100,28,54,96,53
Least Splitting,100,32,52,60,99
