MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,65,56,64,62,24
Most Competitive,44,64,58,45,22
Best Minority,36,42,69,56,31
Most Compact,32,36,56,96,34
Least Splitting,48,40,64,78,90
