MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,17,75,62,88
Most Competitive,84,47,65,30,22
Best Minority,100,14,83,40,61
Most Compact,89,10,67,100,28
Least Splitting,100,17,66,46,94
