MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,29,80,71,100
Most Competitive,93,69,68,22,24
Best Minority,91,22,84,41,62
Most Compact,96,10,63,100,99
Least Splitting,100,29,80,71,100
