MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,17,25,81,99
Most Competitive,100,34,23,39,44
Best Minority,97,15,38,44,85
Most Compact,100,17,25,81,99
Least Splitting,100,17,25,81,99
