GEOID20,District
3703900HOTH,11
3703900MARB,11
3703900MURN,11
3703900MURS,11
3703900RGER,11
3703900CSON,11
3703900HIWA,11
3703900HANG,11
3703900ANNW,11
3703900ANSW,11
3703900GCRK,11
3703900BRAS,11
3703900UNKA,11
3703900BELL,11
3703900PCHT,11
3703900TOPT,11
37097000CC4,12
3709700CH-A,12
3709700SH-A,12
370970000CD,12
370970DV1-B,12
370970000NH,12
370970DV2-A,12
3709700CH-B,12
37025012-13,12
37025012-08,12
37025006-00,12
37025001-04,12
37025010-00,12
37025009-00,12
37025002-03,12
37025004-03,12
37025004-11,12
37025012-10,12
37025004-13,12
37025002-09,12
37025008-00,12
37025001-10,12
37025004-01,12
37025003-00,12
37025002-08,12
37025011-01,12
37025012-12,12
37025007-00,12
37025001-11,12
37025002-02,12
37025004-08,12
37025012-11,12
37025012-09,12
37025001-08,12
37025004-12,12
37025012-05,12
37025012-04,12
37025005-00,12
37025001-07,12
37025011-02,12
37025002-01,12
37025012-06,12
37025002-05,12
37025004-09,12
37025002-06,12
37025012-03,12
37025001-02,12
37025002-07,12
37119000201,12
37119000114,8
37119000087,8
37119000227,12
371190139.1,12
37119000236,12
37119000237,12
37119000133,10
37119000148,8
37119000062,12
37119000203,12
37119000216,12
37119000232,8
37119000069,8
37119000063,12
37119000104,10
37119000132,10
37119000207,10
37119000043,10
37119000136,12
371190204.1,12
37119000088,8
37119000205,12
37119000145,10
37119000094,12
37119000141,12
37119000093,8
37119000220,12
37119000241,10
37119000099,12
37119000233,12
37119000140,8
37119000231,8
37119000137,12
37119000146,10
37119000151,10
37119000105,10
37119000065,8
37119000212,12
37119000121,8
37119000218,12
37119000239,10
37119000149,12
37119000103,12
37119000092,8
37119000124,12
37119000074,8
37119000033,10
37119000129,8
37119000004,12
37119000219,12
37119000234,12
37119000217,12
37119000066,12
37119000112,12
37119000084,12
37119000116,12
37119000235,12
37119000226,8
37119000126,10
37119000214,10
37119000034,12
37119000007,12
37119000111,8
37119000085,8
37119000100,12
37119000083,12
37119000215,12
37119000106,8
37119000118,12
37119000060,10
37119000003,10
371190238.1,10
37119000073,8
37119000221,12
37119000070,8
37119000064,12
37119000075,8
37119000102,12
37119000061,10
37119000036,8
37119000091,12
37119000045,10
37119000130,12
37119000096,12
37119000086,8
37119000128,10
37119000068,8
37119000035,12
37119000071,8
37119000072,8
37119000117,12
37119000090,12
37119000113,12
37119000123,12
37119000108,12
371190107.1,10
37119000144,8
37119000101,8
37119000006,12
37119000067,8
37119000110,8
37119000115,12
37119000125,12
37119000005,10
37119000095,12
37119000119,8
37119000131,12
37179000009,8
37179000006,8
3717900020B,8
37179000043,8
37179000039,8
37179000015,8
37179000008,8
3717900029C,8
37179000012,8
37179000003,8
37179000016,8
3717900017B,8
37179000034,8
37179000014,8
37179000025,8
37179000002,8
3717900028D,8
3717900020A,8
37179000023,8
37179000036,8
3717900029A,8
3717900037A,8
37179000033,8
37179000010,8
3717900017A,8
37179000007,8
37179000001,8
37179000032,8
37179000021,8
37179000031,8
3717900028A,8
37179000011,8
3717900038B,8
37179000022,8
37179000005,8
37179000040,8
3717900038A,8
37179000027,8
37179000004,8
37179000026,8
37179000013,8
37179000030,8
3717900028C,8
37179000019,8
37179000035,8
37179000041,8
37179000024,8
37179000042,8
3717900029B,8
37179000018,8
3717900037B,8
3717900028B,8
37167000026,13
37167000010,13
37167000023,13
37167000008,13
37167000015,13
37167000017,13
37167000011,13
37167000027,13
37167000021,13
37167000022,13
37167000025,13
37167000013,13
37167000020,13
37167000016,13
37167000028,13
37167000019,13
37167000024,13
37167000018,13
37167000212,13
37167000003,13
37167000007,13
37167000014,13
370070WADES,8
3700700PEAC,8
370070000MM,8
3700700POLK,8
37007000ANS,8
370070000WS,8
3700700LILE,8
3700700GULL,8
3700700BURN,8
37153000004,8
37153000009,8
37153000008,8
37153000005,8
37153000002,8
37153000013,8
37153000010,8
37153000006,8
37153000016,8
37153000001,8
37153000007,8
37153000015,8
37153000003,8
37153000012,8
37153000014,8
37153000011,8
37165001-16,8
37165000004,8
37165000003,8
37165002-25,8
37165006-89,8
37165005-10,8
37165000007,8
37093000063,8
37093000061,8
37093000062,8
37093000012,8
37093000013,8
37093000064,8
37093000002,8
37093000014,8
37093000004,8
37093000001,8
37093000005,8
37093000065,8
3709300006B,8
37093000015,8
37093000003,8
3705100LR63,9
37051CL57-2,9
37051CL57-1,9
3705100G11B,9
37051SL78-3,9
37051000G2D,9
370510G2C-2,9
370510G9B-2,9
3705100CC12,9
3705100CC14,9
3705100CC07,9
3705100CC33,9
3705100CC01,9
370510G5A-2,9
37051000G8A,9
37051000G6A,9
3705100CC27,9
3705100G10C,9
370510G5B-1,9
37051000G3B,9
37051000G8B,9
37051000G8D,9
37051000G2A,9
37051EO61-2,9
37051000G4B,9
3705100CC15,9
3705100CC06,9
3705100AL51,9
37051000G4C,9
3705100LI65,9
3705100MR02,9
37051000G6C,9
3705100SH77,9
37051000G3C,9
3705100CC21,9
370510G2E-2,9
3705100CU02,9
37051000G8C,9
370510G3A-2,9
3705100CC05,9
3705100G10A,9
